time;model_id;model_name;port_name;data
683.317;1;blinky;;Status:, 1, sigma: 0.75
684.067;1;blinky;out;1
684.067;1;blinky;;Status:, 0, sigma: 0.75
684.817;1;blinky;out;0
684.817;1;blinky;;Status:, 1, sigma: 0.75
685.567;1;blinky;out;1
685.567;1;blinky;;Status:, 0, sigma: 0.75
686.317;1;blinky;out;0
686.317;1;blinky;;Status:, 1, sigma: 0.75
687.067;1;blinky;out;1
687.067;1;blinky;;Status:, 0, sigma: 0.75
687.817;1;blinky;out;0
687.817;1;blinky;;Status:, 1, sigma: 0.75
688.567;1;blinky;out;1
688.567;1;blinky;;Status:, 0, sigma: 0.75
689.317;1;blinky;out;0
689.317;1;blinky;;Status:, 1, sigma: 0.75
690.067;1;blinky;out;1
690.067;1;blinky;;Status:, 0, sigma: 0.75
690.817;1;blinky;out;0
690.817;1;blinky;;Status:, 1, sigma: 0.75
691.567;1;blinky;out;1
691.567;1;blinky;;Status:, 0, sigma: 0.75
692.317;1;blinky;out;0
692.317;1;blinky;;Status:, 1, sigma: 0.75
693.067;1;blinky;out;1
693.067;1;blinky;;Status:, 0, sigma: 0.75
693.817;1;blinky;out;0
693.817;1;blinky;;Status:, 1, sigma: 0.75
694.567;1;blinky;out;1
694.567;1;blinky;;Status:, 0, sigma: 0.75
695.317;1;blinky;out;0
695.317;1;blinky;;Status:, 1, sigma: 0.75
696.067;1;blinky;out;1
696.067;1;blinky;;Status:, 0, sigma: 0.75
696.771;1;blinky;;Status:, 0, sigma: 3
696.771;2;generator;out;0
696.771;2;generator;;Status:, 0
699.771;1;blinky;out;0
699.771;1;blinky;;Status:, 1, sigma: 3
702.771;1;blinky;out;1
702.771;1;blinky;;Status:, 0, sigma: 3
705.771;1;blinky;out;0
705.771;1;blinky;;Status:, 1, sigma: 3
708.771;1;blinky;out;1
708.771;1;blinky;;Status:, 0, sigma: 3
711.771;1;blinky;out;0
711.771;1;blinky;;Status:, 1, sigma: 3
711.975;1;blinky;;Status:, 1, sigma: 0.75
711.975;2;generator;out;0
711.975;2;generator;;Status:, 0
712.725;1;blinky;out;1
712.725;1;blinky;;Status:, 0, sigma: 0.75
713.475;1;blinky;out;0
713.475;1;blinky;;Status:, 1, sigma: 0.75
714.225;1;blinky;out;1
714.225;1;blinky;;Status:, 0, sigma: 0.75
714.975;1;blinky;out;0
714.975;1;blinky;;Status:, 1, sigma: 0.75
715.725;1;blinky;out;1
715.725;1;blinky;;Status:, 0, sigma: 0.75
716.475;1;blinky;out;0
716.475;1;blinky;;Status:, 1, sigma: 0.75
717.225;1;blinky;out;1
717.225;1;blinky;;Status:, 0, sigma: 0.75
717.975;1;blinky;out;0
717.975;1;blinky;;Status:, 1, sigma: 0.75
718.725;1;blinky;out;1
718.725;1;blinky;;Status:, 0, sigma: 0.75
719.475;1;blinky;out;0
719.475;1;blinky;;Status:, 1, sigma: 0.75
720.225;1;blinky;out;1
720.225;1;blinky;;Status:, 0, sigma: 0.75
720.975;1;blinky;out;0
720.975;1;blinky;;Status:, 1, sigma: 0.75
721.725;1;blinky;out;1
721.725;1;blinky;;Status:, 0, sigma: 0.75
722.475;1;blinky;out;0
722.475;1;blinky;;Status:, 1, sigma: 0.75
723.225;1;blinky;out;1
723.225;1;blinky;;Status:, 0, sigma: 0.75
723.434;1;blinky;;Status:, 0, sigma: 3
723.434;2;generator;out;0
723.434;2;generator;;Status:, 0
726.434;1;blinky;out;0
726.434;1;blinky;;Status:, 1, sigma: 3
729.434;1;blinky;out;1
729.434;1;blinky;;Status:, 0, sigma: 3
732.434;1;blinky;out;0
732.434;1;blinky;;Status:, 1, sigma: 3
735.434;1;blinky;out;1
735.434;1;blinky;;Status:, 0, sigma: 3
735.744;1;blinky;;Status:, 0, sigma: 0.75
735.744;2;generator;out;0
735.744;2;generator;;Status:, 0
736.494;1;blinky;out;0
736.494;1;blinky;;Status:, 1, sigma: 0.75
737.244;1;blinky;out;1
737.244;1;blinky;;Status:, 0, sigma: 0.75
737.994;1;blinky;out;0
737.994;1;blinky;;Status:, 1, sigma: 0.75
738.744;1;blinky;out;1
738.744;1;blinky;;Status:, 0, sigma: 0.75
739.494;1;blinky;out;0
739.494;1;blinky;;Status:, 1, sigma: 0.75
740.244;1;blinky;out;1
740.244;1;blinky;;Status:, 0, sigma: 0.75
740.994;1;blinky;out;0
740.994;1;blinky;;Status:, 1, sigma: 0.75
741.744;1;blinky;out;1
741.744;1;blinky;;Status:, 0, sigma: 0.75
742.494;1;blinky;out;0
742.494;1;blinky;;Status:, 1, sigma: 0.75
743.244;1;blinky;out;1
743.244;1;blinky;;Status:, 0, sigma: 0.75
743.994;1;blinky;out;0
743.994;1;blinky;;Status:, 1, sigma: 0.75
744.744;1;blinky;out;1
744.744;1;blinky;;Status:, 0, sigma: 0.75
745.494;1;blinky;out;0
745.494;1;blinky;;Status:, 1, sigma: 0.75
746.244;1;blinky;out;1
746.244;1;blinky;;Status:, 0, sigma: 0.75
746.994;1;blinky;out;0
746.994;1;blinky;;Status:, 1, sigma: 0.75
747.744;1;blinky;out;1
747.744;1;blinky;;Status:, 0, sigma: 0.75
748.494;1;blinky;out;0
748.494;1;blinky;;Status:, 1, sigma: 0.75
749.244;1;blinky;out;1
749.244;1;blinky;;Status:, 0, sigma: 0.75
749.994;1;blinky;out;0
749.994;1;blinky;;Status:, 1, sigma: 0.75
750.744;1;blinky;out;1
750.744;1;blinky;;Status:, 0, sigma: 0.75
751.494;1;blinky;out;0
751.494;1;blinky;;Status:, 1, sigma: 0.75
751.643;1;blinky;;Status:, 1, sigma: 3
751.643;2;generator;out;0
751.643;2;generator;;Status:, 0
754.643;1;blinky;out;1
754.643;1;blinky;;Status:, 0, sigma: 3
757.643;1;blinky;out;0
757.643;1;blinky;;Status:, 1, sigma: 3
760.643;1;blinky;out;1
760.643;1;blinky;;Status:, 0, sigma: 3
762.786;1;blinky;;Status:, 0, sigma: 0.75
762.786;2;generator;out;0
762.786;2;generator;;Status:, 0
763.536;1;blinky;out;0
763.536;1;blinky;;Status:, 1, sigma: 0.75
764.286;1;blinky;out;1
764.286;1;blinky;;Status:, 0, sigma: 0.75
765.036;1;blinky;out;0
765.036;1;blinky;;Status:, 1, sigma: 0.75
765.786;1;blinky;out;1
765.786;1;blinky;;Status:, 0, sigma: 0.75
766.536;1;blinky;out;0
766.536;1;blinky;;Status:, 1, sigma: 0.75
767.286;1;blinky;out;1
767.286;1;blinky;;Status:, 0, sigma: 0.75
768.036;1;blinky;out;0
768.036;1;blinky;;Status:, 1, sigma: 0.75
768.786;1;blinky;out;1
768.786;1;blinky;;Status:, 0, sigma: 0.75
769.536;1;blinky;out;0
769.536;1;blinky;;Status:, 1, sigma: 0.75
770.286;1;blinky;out;1
770.286;1;blinky;;Status:, 0, sigma: 0.75
771.036;1;blinky;out;0
771.036;1;blinky;;Status:, 1, sigma: 0.75
771.786;1;blinky;out;1
771.786;1;blinky;;Status:, 0, sigma: 0.75
772.536;1;blinky;out;0
772.536;1;blinky;;Status:, 1, sigma: 0.75
772.936;1;blinky;;Status:, 1, sigma: 3
772.936;2;generator;out;0
772.936;2;generator;;Status:, 0
775.936;1;blinky;out;1
775.936;1;blinky;;Status:, 0, sigma: 3
778.936;1;blinky;out;0
778.936;1;blinky;;Status:, 1, sigma: 3
781.936;1;blinky;out;1
781.936;1;blinky;;Status:, 0, sigma: 3
784.936;1;blinky;out;0
784.936;1;blinky;;Status:, 1, sigma: 3
787.936;1;blinky;out;1
787.936;1;blinky;;Status:, 0, sigma: 3
789.572;1;blinky;;Status:, 0, sigma: 0.75
789.572;2;generator;out;0
789.572;2;generator;;Status:, 0
790.322;1;blinky;out;0
790.322;1;blinky;;Status:, 1, sigma: 0.75
791.072;1;blinky;out;1
791.072;1;blinky;;Status:, 0, sigma: 0.75
791.822;1;blinky;out;0
791.822;1;blinky;;Status:, 1, sigma: 0.75
792.572;1;blinky;out;1
792.572;1;blinky;;Status:, 0, sigma: 0.75
793.322;1;blinky;out;0
793.322;1;blinky;;Status:, 1, sigma: 0.75
794.072;1;blinky;out;1
794.072;1;blinky;;Status:, 0, sigma: 0.75
794.822;1;blinky;out;0
794.822;1;blinky;;Status:, 1, sigma: 0.75
795.572;1;blinky;out;1
795.572;1;blinky;;Status:, 0, sigma: 0.75
796.322;1;blinky;out;0
796.322;1;blinky;;Status:, 1, sigma: 0.75
797.072;1;blinky;out;1
797.072;1;blinky;;Status:, 0, sigma: 0.75
797.822;1;blinky;out;0
797.822;1;blinky;;Status:, 1, sigma: 0.75
798.572;1;blinky;out;1
798.572;1;blinky;;Status:, 0, sigma: 0.75
799.322;1;blinky;out;0
799.322;1;blinky;;Status:, 1, sigma: 0.75
800.045;1;blinky;;Status:, 1, sigma: 3
800.045;2;generator;out;0
800.045;2;generator;;Status:, 0
803.045;1;blinky;out;1
803.045;1;blinky;;Status:, 0, sigma: 3
806.045;1;blinky;out;0
806.045;1;blinky;;Status:, 1, sigma: 3
809.045;1;blinky;out;1
809.045;1;blinky;;Status:, 0, sigma: 3
812.045;1;blinky;out;0
812.045;1;blinky;;Status:, 1, sigma: 3
815.045;1;blinky;out;1
815.045;1;blinky;;Status:, 0, sigma: 3
815.628;1;blinky;;Status:, 0, sigma: 0.75
815.628;2;generator;out;0
815.628;2;generator;;Status:, 0
816.378;1;blinky;out;0
816.378;1;blinky;;Status:, 1, sigma: 0.75
817.128;1;blinky;out;1
817.128;1;blinky;;Status:, 0, sigma: 0.75
817.878;1;blinky;out;0
817.878;1;blinky;;Status:, 1, sigma: 0.75
818.628;1;blinky;out;1
818.628;1;blinky;;Status:, 0, sigma: 0.75
819.378;1;blinky;out;0
819.378;1;blinky;;Status:, 1, sigma: 0.75
820.128;1;blinky;out;1
820.128;1;blinky;;Status:, 0, sigma: 0.75
820.878;1;blinky;out;0
820.878;1;blinky;;Status:, 1, sigma: 0.75
821.628;1;blinky;out;1
821.628;1;blinky;;Status:, 0, sigma: 0.75
822.378;1;blinky;out;0
822.378;1;blinky;;Status:, 1, sigma: 0.75
823.128;1;blinky;out;1
823.128;1;blinky;;Status:, 0, sigma: 0.75
823.878;1;blinky;out;0
823.878;1;blinky;;Status:, 1, sigma: 0.75
824.628;1;blinky;out;1
824.628;1;blinky;;Status:, 0, sigma: 0.75
825.378;1;blinky;out;0
825.378;1;blinky;;Status:, 1, sigma: 0.75
826.128;1;blinky;out;1
826.128;1;blinky;;Status:, 0, sigma: 0.75
826.878;1;blinky;out;0
826.878;1;blinky;;Status:, 1, sigma: 0.75
827.628;1;blinky;out;1
827.628;1;blinky;;Status:, 0, sigma: 0.75
828.378;1;blinky;out;0
828.378;1;blinky;;Status:, 1, sigma: 0.75
829.128;1;blinky;out;1
829.128;1;blinky;;Status:, 0, sigma: 0.75
829.878;1;blinky;out;0
829.878;1;blinky;;Status:, 1, sigma: 0.75
830.628;1;blinky;out;1
830.628;1;blinky;;Status:, 0, sigma: 0.75
831.378;1;blinky;out;0
831.378;1;blinky;;Status:, 1, sigma: 0.75
832.128;1;blinky;out;1
832.128;1;blinky;;Status:, 0, sigma: 0.75
832.878;1;blinky;out;0
832.878;1;blinky;;Status:, 1, sigma: 0.75
833.628;1;blinky;out;1
833.628;1;blinky;;Status:, 0, sigma: 0.75
834.378;1;blinky;out;0
834.378;1;blinky;;Status:, 1, sigma: 0.75
834.784;1;blinky;;Status:, 1, sigma: 3
834.784;2;generator;out;0
834.784;2;generator;;Status:, 0
837.784;1;blinky;out;1
837.784;1;blinky;;Status:, 0, sigma: 3
840.784;1;blinky;out;0
840.784;1;blinky;;Status:, 1, sigma: 3
843.784;1;blinky;out;1
843.784;1;blinky;;Status:, 0, sigma: 3
846.784;1;blinky;out;0
846.784;1;blinky;;Status:, 1, sigma: 3
847.719;1;blinky;;Status:, 1, sigma: 0.75
847.719;2;generator;out;0
847.719;2;generator;;Status:, 0
848.469;1;blinky;out;1
848.469;1;blinky;;Status:, 0, sigma: 0.75
849.219;1;blinky;out;0
849.219;1;blinky;;Status:, 1, sigma: 0.75
849.969;1;blinky;out;1
849.969;1;blinky;;Status:, 0, sigma: 0.75
850.719;1;blinky;out;0
850.719;1;blinky;;Status:, 1, sigma: 0.75
851.469;1;blinky;out;1
851.469;1;blinky;;Status:, 0, sigma: 0.75
852.219;1;blinky;out;0
852.219;1;blinky;;Status:, 1, sigma: 0.75
852.969;1;blinky;out;1
852.969;1;blinky;;Status:, 0, sigma: 0.75
853.719;1;blinky;out;0
853.719;1;blinky;;Status:, 1, sigma: 0.75
854.469;1;blinky;out;1
854.469;1;blinky;;Status:, 0, sigma: 0.75
855.219;1;blinky;out;0
855.219;1;blinky;;Status:, 1, sigma: 0.75
855.969;1;blinky;out;1
855.969;1;blinky;;Status:, 0, sigma: 0.75
856.719;1;blinky;out;0
856.719;1;blinky;;Status:, 1, sigma: 0.75
857.469;1;blinky;out;1
857.469;1;blinky;;Status:, 0, sigma: 0.75
858.219;1;blinky;out;0
858.219;1;blinky;;Status:, 1, sigma: 0.75
858.969;1;blinky;out;1
858.969;1;blinky;;Status:, 0, sigma: 0.75
859.719;1;blinky;out;0
859.719;1;blinky;;Status:, 1, sigma: 0.75
860.469;1;blinky;out;1
860.469;1;blinky;;Status:, 0, sigma: 0.75
861.219;1;blinky;out;0
861.219;1;blinky;;Status:, 1, sigma: 0.75
861.969;1;blinky;out;1
861.969;1;blinky;;Status:, 0, sigma: 0.75
862.719;1;blinky;out;0
862.719;1;blinky;;Status:, 1, sigma: 0.75
863.469;1;blinky;out;1
863.469;1;blinky;;Status:, 0, sigma: 0.75
864.219;1;blinky;out;0
864.219;1;blinky;;Status:, 1, sigma: 0.75
864.969;1;blinky;out;1
864.969;1;blinky;;Status:, 0, sigma: 0.75
865.719;1;blinky;out;0
865.719;1;blinky;;Status:, 1, sigma: 0.75
866.469;1;blinky;out;1
866.469;1;blinky;;Status:, 0, sigma: 0.75
867.137;1;blinky;;Status:, 0, sigma: 3
867.137;2;generator;out;0
867.137;2;generator;;Status:, 0
870.137;1;blinky;out;0
870.137;1;blinky;;Status:, 1, sigma: 3
873.137;1;blinky;out;1
873.137;1;blinky;;Status:, 0, sigma: 3
876.137;1;blinky;out;0
876.137;1;blinky;;Status:, 1, sigma: 3
878.986;1;blinky;;Status:, 1, sigma: 0.75
878.986;2;generator;out;0
878.986;2;generator;;Status:, 0
879.736;1;blinky;out;1
879.736;1;blinky;;Status:, 0, sigma: 0.75
880.486;1;blinky;out;0
880.486;1;blinky;;Status:, 1, sigma: 0.75
881.236;1;blinky;out;1
881.236;1;blinky;;Status:, 0, sigma: 0.75
881.986;1;blinky;out;0
881.986;1;blinky;;Status:, 1, sigma: 0.75
882.736;1;blinky;out;1
882.736;1;blinky;;Status:, 0, sigma: 0.75
883.486;1;blinky;out;0
883.486;1;blinky;;Status:, 1, sigma: 0.75
884.236;1;blinky;out;1
884.236;1;blinky;;Status:, 0, sigma: 0.75
884.986;1;blinky;out;0
884.986;1;blinky;;Status:, 1, sigma: 0.75
885.736;1;blinky;out;1
885.736;1;blinky;;Status:, 0, sigma: 0.75
886.486;1;blinky;out;0
886.486;1;blinky;;Status:, 1, sigma: 0.75
887.236;1;blinky;out;1
887.236;1;blinky;;Status:, 0, sigma: 0.75
887.986;1;blinky;out;0
887.986;1;blinky;;Status:, 1, sigma: 0.75
888.736;1;blinky;out;1
888.736;1;blinky;;Status:, 0, sigma: 0.75
889.486;1;blinky;out;0
889.486;1;blinky;;Status:, 1, sigma: 0.75
890.236;1;blinky;out;1
890.236;1;blinky;;Status:, 0, sigma: 0.75
890.986;1;blinky;out;0
890.986;1;blinky;;Status:, 1, sigma: 0.75
891.736;1;blinky;out;1
891.736;1;blinky;;Status:, 0, sigma: 0.75
892.486;1;blinky;out;0
892.486;1;blinky;;Status:, 1, sigma: 0.75
893.236;1;blinky;out;1
893.236;1;blinky;;Status:, 0, sigma: 0.75
893.986;1;blinky;out;0
893.986;1;blinky;;Status:, 1, sigma: 0.75
894.736;1;blinky;out;1
894.736;1;blinky;;Status:, 0, sigma: 0.75
895.486;1;blinky;out;0
895.486;1;blinky;;Status:, 1, sigma: 0.75
896.236;1;blinky;out;1
896.236;1;blinky;;Status:, 0, sigma: 0.75
896.527;1;blinky;;Status:, 0, sigma: 3
896.527;2;generator;out;0
896.527;2;generator;;Status:, 0
899.527;1;blinky;out;0
899.527;1;blinky;;Status:, 1, sigma: 3
902.527;1;blinky;out;1
902.527;1;blinky;;Status:, 0, sigma: 3
905.527;1;blinky;out;0
905.527;1;blinky;;Status:, 1, sigma: 3
908.527;1;blinky;out;1
908.527;1;blinky;;Status:, 0, sigma: 3
911.327;1;blinky;;Status:, 0, sigma: 0.75
911.327;2;generator;out;0
911.327;2;generator;;Status:, 0
912.077;1;blinky;out;0
912.077;1;blinky;;Status:, 1, sigma: 0.75
912.827;1;blinky;out;1
912.827;1;blinky;;Status:, 0, sigma: 0.75
913.577;1;blinky;out;0
913.577;1;blinky;;Status:, 1, sigma: 0.75
914.327;1;blinky;out;1
914.327;1;blinky;;Status:, 0, sigma: 0.75
915.077;1;blinky;out;0
915.077;1;blinky;;Status:, 1, sigma: 0.75
915.827;1;blinky;out;1
915.827;1;blinky;;Status:, 0, sigma: 0.75
916.577;1;blinky;out;0
916.577;1;blinky;;Status:, 1, sigma: 0.75
917.327;1;blinky;out;1
917.327;1;blinky;;Status:, 0, sigma: 0.75
918.077;1;blinky;out;0
918.077;1;blinky;;Status:, 1, sigma: 0.75
918.827;1;blinky;out;1
918.827;1;blinky;;Status:, 0, sigma: 0.75
919.577;1;blinky;out;0
919.577;1;blinky;;Status:, 1, sigma: 0.75
920.327;1;blinky;out;1
920.327;1;blinky;;Status:, 0, sigma: 0.75
921.077;1;blinky;out;0
921.077;1;blinky;;Status:, 1, sigma: 0.75
921.827;1;blinky;out;1
921.827;1;blinky;;Status:, 0, sigma: 0.75
