time;model_id;model_name;port_name;data
286.95;1;blinky;;Status:, 1, sigma: 0.75
287.7;1;blinky;out;1
287.7;1;blinky;;Status:, 0, sigma: 0.75
288.45;1;blinky;out;0
288.45;1;blinky;;Status:, 1, sigma: 0.75
289.2;1;blinky;out;1
289.2;1;blinky;;Status:, 0, sigma: 0.75
289.95;1;blinky;out;0
289.95;1;blinky;;Status:, 1, sigma: 0.75
290.7;1;blinky;out;1
290.7;1;blinky;;Status:, 0, sigma: 0.75
291.45;1;blinky;out;0
291.45;1;blinky;;Status:, 1, sigma: 0.75
292.2;1;blinky;out;1
292.2;1;blinky;;Status:, 0, sigma: 0.75
292.95;1;blinky;out;0
292.95;1;blinky;;Status:, 1, sigma: 0.75
293.7;1;blinky;out;1
293.7;1;blinky;;Status:, 0, sigma: 0.75
294.45;1;blinky;out;0
294.45;1;blinky;;Status:, 1, sigma: 0.75
295.2;1;blinky;out;1
295.2;1;blinky;;Status:, 0, sigma: 0.75
295.95;1;blinky;out;0
295.95;1;blinky;;Status:, 1, sigma: 0.75
296.7;1;blinky;out;1
296.7;1;blinky;;Status:, 0, sigma: 0.75
297.45;1;blinky;out;0
297.45;1;blinky;;Status:, 1, sigma: 0.75
298.2;1;blinky;out;1
298.2;1;blinky;;Status:, 0, sigma: 0.75
298.95;1;blinky;out;0
298.95;1;blinky;;Status:, 1, sigma: 0.75
299.7;1;blinky;out;1
299.7;1;blinky;;Status:, 0, sigma: 0.75
300.45;1;blinky;out;0
300.45;1;blinky;;Status:, 1, sigma: 0.75
301.2;1;blinky;out;1
301.2;1;blinky;;Status:, 0, sigma: 0.75
301.95;1;blinky;out;0
301.95;1;blinky;;Status:, 1, sigma: 0.75
302.7;1;blinky;out;1
302.7;1;blinky;;Status:, 0, sigma: 0.75
302.883;1;blinky;;Status:, 0, sigma: 3
302.883;2;generator;out;0
302.883;2;generator;;Status:, 0
305.883;1;blinky;out;0
305.883;1;blinky;;Status:, 1, sigma: 3
308.883;1;blinky;out;1
308.883;1;blinky;;Status:, 0, sigma: 3
311.883;1;blinky;out;0
311.883;1;blinky;;Status:, 1, sigma: 3
314.883;1;blinky;out;1
314.883;1;blinky;;Status:, 0, sigma: 3
317.883;1;blinky;out;0
317.883;1;blinky;;Status:, 1, sigma: 3
320.723;1;blinky;;Status:, 1, sigma: 0.75
320.723;2;generator;out;0
320.723;2;generator;;Status:, 0
321.473;1;blinky;out;1
321.473;1;blinky;;Status:, 0, sigma: 0.75
322.223;1;blinky;out;0
322.223;1;blinky;;Status:, 1, sigma: 0.75
322.973;1;blinky;out;1
322.973;1;blinky;;Status:, 0, sigma: 0.75
323.723;1;blinky;out;0
323.723;1;blinky;;Status:, 1, sigma: 0.75
324.473;1;blinky;out;1
324.473;1;blinky;;Status:, 0, sigma: 0.75
325.223;1;blinky;out;0
325.223;1;blinky;;Status:, 1, sigma: 0.75
325.973;1;blinky;out;1
325.973;1;blinky;;Status:, 0, sigma: 0.75
326.723;1;blinky;out;0
326.723;1;blinky;;Status:, 1, sigma: 0.75
327.473;1;blinky;out;1
327.473;1;blinky;;Status:, 0, sigma: 0.75
328.223;1;blinky;out;0
328.223;1;blinky;;Status:, 1, sigma: 0.75
328.973;1;blinky;out;1
328.973;1;blinky;;Status:, 0, sigma: 0.75
329.723;1;blinky;out;0
329.723;1;blinky;;Status:, 1, sigma: 0.75
330.473;1;blinky;out;1
330.473;1;blinky;;Status:, 0, sigma: 0.75
331.223;1;blinky;out;0
331.223;1;blinky;;Status:, 1, sigma: 0.75
331.46;1;blinky;;Status:, 1, sigma: 3
331.46;2;generator;out;0
331.46;2;generator;;Status:, 0
334.46;1;blinky;out;1
334.46;1;blinky;;Status:, 0, sigma: 3
337.46;1;blinky;out;0
337.46;1;blinky;;Status:, 1, sigma: 3
340.46;1;blinky;out;1
340.46;1;blinky;;Status:, 0, sigma: 3
343.46;1;blinky;out;0
343.46;1;blinky;;Status:, 1, sigma: 3
346.46;1;blinky;out;1
346.46;1;blinky;;Status:, 0, sigma: 3
349.46;1;blinky;out;0
349.46;1;blinky;;Status:, 1, sigma: 3
350.79;1;blinky;;Status:, 1, sigma: 0.75
350.79;2;generator;out;0
350.79;2;generator;;Status:, 0
351.54;1;blinky;out;1
351.54;1;blinky;;Status:, 0, sigma: 0.75
352.29;1;blinky;out;0
352.29;1;blinky;;Status:, 1, sigma: 0.75
353.04;1;blinky;out;1
353.04;1;blinky;;Status:, 0, sigma: 0.75
353.79;1;blinky;out;0
353.79;1;blinky;;Status:, 1, sigma: 0.75
354.54;1;blinky;out;1
354.54;1;blinky;;Status:, 0, sigma: 0.75
355.29;1;blinky;out;0
355.29;1;blinky;;Status:, 1, sigma: 0.75
356.04;1;blinky;out;1
356.04;1;blinky;;Status:, 0, sigma: 0.75
356.79;1;blinky;out;0
356.79;1;blinky;;Status:, 1, sigma: 0.75
357.54;1;blinky;out;1
357.54;1;blinky;;Status:, 0, sigma: 0.75
358.29;1;blinky;out;0
358.29;1;blinky;;Status:, 1, sigma: 0.75
359.04;1;blinky;out;1
359.04;1;blinky;;Status:, 0, sigma: 0.75
359.79;1;blinky;out;0
359.79;1;blinky;;Status:, 1, sigma: 0.75
360.54;1;blinky;out;1
360.54;1;blinky;;Status:, 0, sigma: 0.75
361.29;1;blinky;out;0
361.29;1;blinky;;Status:, 1, sigma: 0.75
362.04;1;blinky;out;1
362.04;1;blinky;;Status:, 0, sigma: 0.75
362.79;1;blinky;out;0
362.79;1;blinky;;Status:, 1, sigma: 0.75
363.54;1;blinky;out;1
363.54;1;blinky;;Status:, 0, sigma: 0.75
364.29;1;blinky;out;0
364.29;1;blinky;;Status:, 1, sigma: 0.75
365.04;1;blinky;out;1
365.04;1;blinky;;Status:, 0, sigma: 0.75
365.79;1;blinky;out;0
365.79;1;blinky;;Status:, 1, sigma: 0.75
366.224;1;blinky;;Status:, 1, sigma: 3
366.224;2;generator;out;0
366.224;2;generator;;Status:, 0
369.224;1;blinky;out;1
369.224;1;blinky;;Status:, 0, sigma: 3
372.224;1;blinky;out;0
372.224;1;blinky;;Status:, 1, sigma: 3
375.224;1;blinky;out;1
375.224;1;blinky;;Status:, 0, sigma: 3
378.224;1;blinky;out;0
378.224;1;blinky;;Status:, 1, sigma: 3
378.744;1;blinky;;Status:, 1, sigma: 0.75
378.744;2;generator;out;0
378.744;2;generator;;Status:, 0
379.494;1;blinky;out;1
379.494;1;blinky;;Status:, 0, sigma: 0.75
380.244;1;blinky;out;0
380.244;1;blinky;;Status:, 1, sigma: 0.75
380.994;1;blinky;out;1
380.994;1;blinky;;Status:, 0, sigma: 0.75
381.744;1;blinky;out;0
381.744;1;blinky;;Status:, 1, sigma: 0.75
382.494;1;blinky;out;1
382.494;1;blinky;;Status:, 0, sigma: 0.75
383.244;1;blinky;out;0
383.244;1;blinky;;Status:, 1, sigma: 0.75
383.994;1;blinky;out;1
383.994;1;blinky;;Status:, 0, sigma: 0.75
384.744;1;blinky;out;0
384.744;1;blinky;;Status:, 1, sigma: 0.75
385.494;1;blinky;out;1
385.494;1;blinky;;Status:, 0, sigma: 0.75
386.244;1;blinky;out;0
386.244;1;blinky;;Status:, 1, sigma: 0.75
386.994;1;blinky;out;1
386.994;1;blinky;;Status:, 0, sigma: 0.75
387.744;1;blinky;out;0
387.744;1;blinky;;Status:, 1, sigma: 0.75
388.494;1;blinky;out;1
388.494;1;blinky;;Status:, 0, sigma: 0.75
389.244;1;blinky;out;0
389.244;1;blinky;;Status:, 1, sigma: 0.75
389.994;1;blinky;out;1
389.994;1;blinky;;Status:, 0, sigma: 0.75
390.744;1;blinky;out;0
390.744;1;blinky;;Status:, 1, sigma: 0.75
391.205;1;blinky;;Status:, 1, sigma: 3
391.205;2;generator;out;0
391.205;2;generator;;Status:, 0
394.205;1;blinky;out;1
394.205;1;blinky;;Status:, 0, sigma: 3
397.205;1;blinky;out;0
397.205;1;blinky;;Status:, 1, sigma: 3
400.205;1;blinky;out;1
400.205;1;blinky;;Status:, 0, sigma: 3
403.205;1;blinky;out;0
403.205;1;blinky;;Status:, 1, sigma: 3
405.04;1;blinky;;Status:, 1, sigma: 0.75
405.04;2;generator;out;0
405.04;2;generator;;Status:, 0
405.79;1;blinky;out;1
405.79;1;blinky;;Status:, 0, sigma: 0.75
406.54;1;blinky;out;0
406.54;1;blinky;;Status:, 1, sigma: 0.75
407.29;1;blinky;out;1
407.29;1;blinky;;Status:, 0, sigma: 0.75
408.04;1;blinky;out;0
408.04;1;blinky;;Status:, 1, sigma: 0.75
408.79;1;blinky;out;1
408.79;1;blinky;;Status:, 0, sigma: 0.75
409.54;1;blinky;out;0
409.54;1;blinky;;Status:, 1, sigma: 0.75
410.29;1;blinky;out;1
410.29;1;blinky;;Status:, 0, sigma: 0.75
411.04;1;blinky;out;0
411.04;1;blinky;;Status:, 1, sigma: 0.75
411.79;1;blinky;out;1
411.79;1;blinky;;Status:, 0, sigma: 0.75
412.54;1;blinky;out;0
412.54;1;blinky;;Status:, 1, sigma: 0.75
413.29;1;blinky;out;1
413.29;1;blinky;;Status:, 0, sigma: 0.75
414.04;1;blinky;out;0
414.04;1;blinky;;Status:, 1, sigma: 0.75
414.79;1;blinky;out;1
414.79;1;blinky;;Status:, 0, sigma: 0.75
415.54;1;blinky;out;0
415.54;1;blinky;;Status:, 1, sigma: 0.75
416.29;1;blinky;out;1
416.29;1;blinky;;Status:, 0, sigma: 0.75
417.04;1;blinky;out;0
417.04;1;blinky;;Status:, 1, sigma: 0.75
417.733;1;blinky;;Status:, 1, sigma: 3
417.733;2;generator;out;0
417.733;2;generator;;Status:, 0
420.733;1;blinky;out;1
420.733;1;blinky;;Status:, 0, sigma: 3
423.733;1;blinky;out;0
423.733;1;blinky;;Status:, 1, sigma: 3
426.733;1;blinky;out;1
426.733;1;blinky;;Status:, 0, sigma: 3
429.733;1;blinky;out;0
429.733;1;blinky;;Status:, 1, sigma: 3
432.34;1;blinky;;Status:, 1, sigma: 0.75
432.34;2;generator;out;0
432.34;2;generator;;Status:, 0
433.09;1;blinky;out;1
433.09;1;blinky;;Status:, 0, sigma: 0.75
433.84;1;blinky;out;0
433.84;1;blinky;;Status:, 1, sigma: 0.75
434.59;1;blinky;out;1
434.59;1;blinky;;Status:, 0, sigma: 0.75
435.34;1;blinky;out;0
435.34;1;blinky;;Status:, 1, sigma: 0.75
436.09;1;blinky;out;1
436.09;1;blinky;;Status:, 0, sigma: 0.75
436.84;1;blinky;out;0
436.84;1;blinky;;Status:, 1, sigma: 0.75
437.59;1;blinky;out;1
437.59;1;blinky;;Status:, 0, sigma: 0.75
438.34;1;blinky;out;0
438.34;1;blinky;;Status:, 1, sigma: 0.75
439.09;1;blinky;out;1
439.09;1;blinky;;Status:, 0, sigma: 0.75
439.84;1;blinky;out;0
439.84;1;blinky;;Status:, 1, sigma: 0.75
440.59;1;blinky;out;1
440.59;1;blinky;;Status:, 0, sigma: 0.75
441.34;1;blinky;out;0
441.34;1;blinky;;Status:, 1, sigma: 0.75
442.09;1;blinky;out;1
442.09;1;blinky;;Status:, 0, sigma: 0.75
442.84;1;blinky;out;0
442.84;1;blinky;;Status:, 1, sigma: 0.75
443.59;1;blinky;out;1
443.59;1;blinky;;Status:, 0, sigma: 0.75
444.34;1;blinky;out;0
444.34;1;blinky;;Status:, 1, sigma: 0.75
445.09;1;blinky;out;1
445.09;1;blinky;;Status:, 0, sigma: 0.75
445.84;1;blinky;out;0
445.84;1;blinky;;Status:, 1, sigma: 0.75
446.59;1;blinky;out;1
446.59;1;blinky;;Status:, 0, sigma: 0.75
447.34;1;blinky;out;0
447.34;1;blinky;;Status:, 1, sigma: 0.75
447.722;1;blinky;;Status:, 1, sigma: 3
447.722;2;generator;out;0
447.722;2;generator;;Status:, 0
450.722;1;blinky;out;1
450.722;1;blinky;;Status:, 0, sigma: 3
453.722;1;blinky;out;0
453.722;1;blinky;;Status:, 1, sigma: 3
456.722;1;blinky;out;1
456.722;1;blinky;;Status:, 0, sigma: 3
459.722;1;blinky;out;0
459.722;1;blinky;;Status:, 1, sigma: 3
462.722;1;blinky;out;1
462.722;1;blinky;;Status:, 0, sigma: 3
464.201;1;blinky;;Status:, 0, sigma: 0.75
464.201;2;generator;out;0
464.201;2;generator;;Status:, 0
464.951;1;blinky;out;0
464.951;1;blinky;;Status:, 1, sigma: 0.75
465.701;1;blinky;out;1
465.701;1;blinky;;Status:, 0, sigma: 0.75
466.451;1;blinky;out;0
466.451;1;blinky;;Status:, 1, sigma: 0.75
467.201;1;blinky;out;1
467.201;1;blinky;;Status:, 0, sigma: 0.75
467.951;1;blinky;out;0
467.951;1;blinky;;Status:, 1, sigma: 0.75
468.701;1;blinky;out;1
468.701;1;blinky;;Status:, 0, sigma: 0.75
469.451;1;blinky;out;0
469.451;1;blinky;;Status:, 1, sigma: 0.75
470.201;1;blinky;out;1
470.201;1;blinky;;Status:, 0, sigma: 0.75
470.951;1;blinky;out;0
470.951;1;blinky;;Status:, 1, sigma: 0.75
471.701;1;blinky;out;1
471.701;1;blinky;;Status:, 0, sigma: 0.75
472.451;1;blinky;out;0
472.451;1;blinky;;Status:, 1, sigma: 0.75
473.201;1;blinky;out;1
473.201;1;blinky;;Status:, 0, sigma: 0.75
473.951;1;blinky;out;0
473.951;1;blinky;;Status:, 1, sigma: 0.75
474.701;1;blinky;out;1
474.701;1;blinky;;Status:, 0, sigma: 0.75
475.451;1;blinky;out;0
475.451;1;blinky;;Status:, 1, sigma: 0.75
476.201;1;blinky;out;1
476.201;1;blinky;;Status:, 0, sigma: 0.75
476.366;1;blinky;;Status:, 0, sigma: 3
476.366;2;generator;out;0
476.366;2;generator;;Status:, 0
479.366;1;blinky;out;0
479.366;1;blinky;;Status:, 1, sigma: 3
482.366;1;blinky;out;1
482.366;1;blinky;;Status:, 0, sigma: 3
485.366;1;blinky;out;0
485.366;1;blinky;;Status:, 1, sigma: 3
488.366;1;blinky;out;1
488.366;1;blinky;;Status:, 0, sigma: 3
491.366;1;blinky;out;0
491.366;1;blinky;;Status:, 1, sigma: 3
493.181;1;blinky;;Status:, 1, sigma: 0.75
493.181;2;generator;out;0
493.181;2;generator;;Status:, 0
493.931;1;blinky;out;1
493.931;1;blinky;;Status:, 0, sigma: 0.75
494.681;1;blinky;out;0
494.681;1;blinky;;Status:, 1, sigma: 0.75
495.431;1;blinky;out;1
495.431;1;blinky;;Status:, 0, sigma: 0.75
496.181;1;blinky;out;0
496.181;1;blinky;;Status:, 1, sigma: 0.75
496.931;1;blinky;out;1
496.931;1;blinky;;Status:, 0, sigma: 0.75
497.681;1;blinky;out;0
497.681;1;blinky;;Status:, 1, sigma: 0.75
498.431;1;blinky;out;1
498.431;1;blinky;;Status:, 0, sigma: 0.75
499.181;1;blinky;out;0
499.181;1;blinky;;Status:, 1, sigma: 0.75
499.931;1;blinky;out;1
499.931;1;blinky;;Status:, 0, sigma: 0.75
500.681;1;blinky;out;0
500.681;1;blinky;;Status:, 1, sigma: 0.75
501.431;1;blinky;out;1
501.431;1;blinky;;Status:, 0, sigma: 0.75
502.181;1;blinky;out;0
502.181;1;blinky;;Status:, 1, sigma: 0.75
502.931;1;blinky;out;1
502.931;1;blinky;;Status:, 0, sigma: 0.75
503.681;1;blinky;out;0
503.681;1;blinky;;Status:, 1, sigma: 0.75
503.781;1;blinky;;Status:, 1, sigma: 3
503.781;2;generator;out;0
503.781;2;generator;;Status:, 0
506.781;1;blinky;out;1
506.781;1;blinky;;Status:, 0, sigma: 3
509.781;1;blinky;out;0
509.781;1;blinky;;Status:, 1, sigma: 3
512.781;1;blinky;out;1
512.781;1;blinky;;Status:, 0, sigma: 3
515.781;1;blinky;out;0
515.781;1;blinky;;Status:, 1, sigma: 3
518.781;1;blinky;out;1
518.781;1;blinky;;Status:, 0, sigma: 3
521.781;1;blinky;out;0
521.781;1;blinky;;Status:, 1, sigma: 3
522.232;1;blinky;;Status:, 1, sigma: 0.75
522.232;2;generator;out;0
522.232;2;generator;;Status:, 0
522.982;1;blinky;out;1
522.982;1;blinky;;Status:, 0, sigma: 0.75
523.732;1;blinky;out;0
523.732;1;blinky;;Status:, 1, sigma: 0.75
524.482;1;blinky;out;1
524.482;1;blinky;;Status:, 0, sigma: 0.75
525.232;1;blinky;out;0
525.232;1;blinky;;Status:, 1, sigma: 0.75
525.982;1;blinky;out;1
525.982;1;blinky;;Status:, 0, sigma: 0.75
526.732;1;blinky;out;0
526.732;1;blinky;;Status:, 1, sigma: 0.75
527.482;1;blinky;out;1
527.482;1;blinky;;Status:, 0, sigma: 0.75
528.232;1;blinky;out;0
528.232;1;blinky;;Status:, 1, sigma: 0.75
528.982;1;blinky;out;1
528.982;1;blinky;;Status:, 0, sigma: 0.75
529.732;1;blinky;out;0
529.732;1;blinky;;Status:, 1, sigma: 0.75
530.482;1;blinky;out;1
530.482;1;blinky;;Status:, 0, sigma: 0.75
531.232;1;blinky;out;0
531.232;1;blinky;;Status:, 1, sigma: 0.75
531.982;1;blinky;out;1
531.982;1;blinky;;Status:, 0, sigma: 0.75
532.732;1;blinky;out;0
532.732;1;blinky;;Status:, 1, sigma: 0.75
533.482;1;blinky;out;1
533.482;1;blinky;;Status:, 0, sigma: 0.75
534.232;1;blinky;out;0
534.232;1;blinky;;Status:, 1, sigma: 0.75
534.982;1;blinky;out;1
534.982;1;blinky;;Status:, 0, sigma: 0.75
535.732;1;blinky;out;0
535.732;1;blinky;;Status:, 1, sigma: 0.75
536.482;1;blinky;out;1
536.482;1;blinky;;Status:, 0, sigma: 0.75
537.232;1;blinky;out;0
537.232;1;blinky;;Status:, 1, sigma: 0.75
537.982;1;blinky;out;1
537.982;1;blinky;;Status:, 0, sigma: 0.75
538.732;1;blinky;out;0
538.732;1;blinky;;Status:, 1, sigma: 0.75
539.482;1;blinky;out;1
539.482;1;blinky;;Status:, 0, sigma: 0.75
540.232;1;blinky;out;0
540.232;1;blinky;;Status:, 1, sigma: 0.75
540.982;1;blinky;out;1
540.982;1;blinky;;Status:, 0, sigma: 0.75
541.014;1;blinky;;Status:, 0, sigma: 3
541.014;2;generator;out;0
541.014;2;generator;;Status:, 0
544.014;1;blinky;out;0
544.014;1;blinky;;Status:, 1, sigma: 3
547.014;1;blinky;out;1
547.014;1;blinky;;Status:, 0, sigma: 3
550.014;1;blinky;out;0
550.014;1;blinky;;Status:, 1, sigma: 3
553.014;1;blinky;out;1
553.014;1;blinky;;Status:, 0, sigma: 3
556.014;1;blinky;out;0
556.014;1;blinky;;Status:, 1, sigma: 3
556.593;1;blinky;;Status:, 1, sigma: 0.75
556.593;2;generator;out;0
556.593;2;generator;;Status:, 0
557.343;1;blinky;out;1
557.343;1;blinky;;Status:, 0, sigma: 0.75
558.093;1;blinky;out;0
558.093;1;blinky;;Status:, 1, sigma: 0.75
558.843;1;blinky;out;1
558.843;1;blinky;;Status:, 0, sigma: 0.75
559.593;1;blinky;out;0
559.593;1;blinky;;Status:, 1, sigma: 0.75
560.343;1;blinky;out;1
560.343;1;blinky;;Status:, 0, sigma: 0.75
561.093;1;blinky;out;0
561.093;1;blinky;;Status:, 1, sigma: 0.75
561.843;1;blinky;out;1
561.843;1;blinky;;Status:, 0, sigma: 0.75
562.593;1;blinky;out;0
562.593;1;blinky;;Status:, 1, sigma: 0.75
563.343;1;blinky;out;1
563.343;1;blinky;;Status:, 0, sigma: 0.75
564.093;1;blinky;out;0
564.093;1;blinky;;Status:, 1, sigma: 0.75
564.843;1;blinky;out;1
564.843;1;blinky;;Status:, 0, sigma: 0.75
565.593;1;blinky;out;0
565.593;1;blinky;;Status:, 1, sigma: 0.75
566.343;1;blinky;out;1
566.343;1;blinky;;Status:, 0, sigma: 0.75
567.093;1;blinky;out;0
567.093;1;blinky;;Status:, 1, sigma: 0.75
567.586;1;blinky;;Status:, 1, sigma: 3
567.586;2;generator;out;0
567.586;2;generator;;Status:, 0
570.586;1;blinky;out;1
570.586;1;blinky;;Status:, 0, sigma: 3
573.586;1;blinky;out;0
573.586;1;blinky;;Status:, 1, sigma: 3
576.586;1;blinky;out;1
576.586;1;blinky;;Status:, 0, sigma: 3
579.586;1;blinky;out;0
579.586;1;blinky;;Status:, 1, sigma: 3
581.678;1;blinky;;Status:, 1, sigma: 0.75
581.678;2;generator;out;0
581.678;2;generator;;Status:, 0
582.428;1;blinky;out;1
582.428;1;blinky;;Status:, 0, sigma: 0.75
583.178;1;blinky;out;0
583.178;1;blinky;;Status:, 1, sigma: 0.75
583.928;1;blinky;out;1
583.928;1;blinky;;Status:, 0, sigma: 0.75
584.678;1;blinky;out;0
584.678;1;blinky;;Status:, 1, sigma: 0.75
585.428;1;blinky;out;1
585.428;1;blinky;;Status:, 0, sigma: 0.75
586.178;1;blinky;out;0
586.178;1;blinky;;Status:, 1, sigma: 0.75
586.928;1;blinky;out;1
586.928;1;blinky;;Status:, 0, sigma: 0.75
587.678;1;blinky;out;0
587.678;1;blinky;;Status:, 1, sigma: 0.75
588.428;1;blinky;out;1
588.428;1;blinky;;Status:, 0, sigma: 0.75
589.178;1;blinky;out;0
589.178;1;blinky;;Status:, 1, sigma: 0.75
589.928;1;blinky;out;1
589.928;1;blinky;;Status:, 0, sigma: 0.75
590.678;1;blinky;out;0
590.678;1;blinky;;Status:, 1, sigma: 0.75
591.428;1;blinky;out;1
591.428;1;blinky;;Status:, 0, sigma: 0.75
592.178;1;blinky;out;0
592.178;1;blinky;;Status:, 1, sigma: 0.75
592.928;1;blinky;out;1
592.928;1;blinky;;Status:, 0, sigma: 0.75
593.678;1;blinky;out;0
593.678;1;blinky;;Status:, 1, sigma: 0.75
594.395;1;blinky;;Status:, 1, sigma: 3
594.395;2;generator;out;0
594.395;2;generator;;Status:, 0
597.395;1;blinky;out;1
597.395;1;blinky;;Status:, 0, sigma: 3
600.395;1;blinky;out;0
600.395;1;blinky;;Status:, 1, sigma: 3
603.395;1;blinky;out;1
603.395;1;blinky;;Status:, 0, sigma: 3
606.395;1;blinky;out;0
606.395;1;blinky;;Status:, 1, sigma: 3
609.395;1;blinky;out;1
609.395;1;blinky;;Status:, 0, sigma: 3
612.06;1;blinky;;Status:, 0, sigma: 0.75
612.06;2;generator;out;0
612.06;2;generator;;Status:, 0
612.81;1;blinky;out;0
612.81;1;blinky;;Status:, 1, sigma: 0.75
613.56;1;blinky;out;1
613.56;1;blinky;;Status:, 0, sigma: 0.75
614.31;1;blinky;out;0
614.31;1;blinky;;Status:, 1, sigma: 0.75
615.06;1;blinky;out;1
615.06;1;blinky;;Status:, 0, sigma: 0.75
615.81;1;blinky;out;0
615.81;1;blinky;;Status:, 1, sigma: 0.75
616.56;1;blinky;out;1
616.56;1;blinky;;Status:, 0, sigma: 0.75
617.31;1;blinky;out;0
617.31;1;blinky;;Status:, 1, sigma: 0.75
618.06;1;blinky;out;1
618.06;1;blinky;;Status:, 0, sigma: 0.75
618.81;1;blinky;out;0
618.81;1;blinky;;Status:, 1, sigma: 0.75
619.56;1;blinky;out;1
619.56;1;blinky;;Status:, 0, sigma: 0.75
620.31;1;blinky;out;0
620.31;1;blinky;;Status:, 1, sigma: 0.75
621.06;1;blinky;out;1
621.06;1;blinky;;Status:, 0, sigma: 0.75
621.81;1;blinky;out;0
621.81;1;blinky;;Status:, 1, sigma: 0.75
622.56;1;blinky;out;1
622.56;1;blinky;;Status:, 0, sigma: 0.75
623.31;1;blinky;out;0
623.31;1;blinky;;Status:, 1, sigma: 0.75
624.06;1;blinky;out;1
624.06;1;blinky;;Status:, 0, sigma: 0.75
624.81;1;blinky;out;0
624.81;1;blinky;;Status:, 1, sigma: 0.75
625.56;1;blinky;out;1
625.56;1;blinky;;Status:, 0, sigma: 0.75
626.31;1;blinky;out;0
626.31;1;blinky;;Status:, 1, sigma: 0.75
627.06;1;blinky;out;1
627.06;1;blinky;;Status:, 0, sigma: 0.75
627.81;1;blinky;out;0
627.81;1;blinky;;Status:, 1, sigma: 0.75
628.56;1;blinky;out;1
628.56;1;blinky;;Status:, 0, sigma: 0.75
629.31;1;blinky;out;0
629.31;1;blinky;;Status:, 1, sigma: 0.75
630.06;1;blinky;out;1
630.06;1;blinky;;Status:, 0, sigma: 0.75
630.81;1;blinky;out;0
630.81;1;blinky;;Status:, 1, sigma: 0.75
630.996;1;blinky;;Status:, 1, sigma: 3
630.996;2;generator;out;0
630.996;2;generator;;Status:, 0
633.996;1;blinky;out;1
633.996;1;blinky;;Status:, 0, sigma: 3
636.996;1;blinky;out;0
636.996;1;blinky;;Status:, 1, sigma: 3
639.996;1;blinky;out;1
639.996;1;blinky;;Status:, 0, sigma: 3
642.996;1;blinky;out;0
642.996;1;blinky;;Status:, 1, sigma: 3
645.267;1;blinky;;Status:, 1, sigma: 0.75
645.267;2;generator;out;0
645.267;2;generator;;Status:, 0
646.017;1;blinky;out;1
646.017;1;blinky;;Status:, 0, sigma: 0.75
646.767;1;blinky;out;0
646.767;1;blinky;;Status:, 1, sigma: 0.75
647.517;1;blinky;out;1
647.517;1;blinky;;Status:, 0, sigma: 0.75
648.267;1;blinky;out;0
648.267;1;blinky;;Status:, 1, sigma: 0.75
649.017;1;blinky;out;1
649.017;1;blinky;;Status:, 0, sigma: 0.75
649.767;1;blinky;out;0
649.767;1;blinky;;Status:, 1, sigma: 0.75
650.517;1;blinky;out;1
650.517;1;blinky;;Status:, 0, sigma: 0.75
651.267;1;blinky;out;0
651.267;1;blinky;;Status:, 1, sigma: 0.75
652.017;1;blinky;out;1
652.017;1;blinky;;Status:, 0, sigma: 0.75
652.767;1;blinky;out;0
652.767;1;blinky;;Status:, 1, sigma: 0.75
653.517;1;blinky;out;1
653.517;1;blinky;;Status:, 0, sigma: 0.75
654.267;1;blinky;out;0
654.267;1;blinky;;Status:, 1, sigma: 0.75
655.017;1;blinky;out;1
655.017;1;blinky;;Status:, 0, sigma: 0.75
655.767;1;blinky;out;0
655.767;1;blinky;;Status:, 1, sigma: 0.75
656.517;1;blinky;out;1
656.517;1;blinky;;Status:, 0, sigma: 0.75
657.267;1;blinky;out;0
657.267;1;blinky;;Status:, 1, sigma: 0.75
658.017;1;blinky;out;1
658.017;1;blinky;;Status:, 0, sigma: 0.75
658.767;1;blinky;out;0
658.767;1;blinky;;Status:, 1, sigma: 0.75
659.517;1;blinky;out;1
659.517;1;blinky;;Status:, 0, sigma: 0.75
660.267;1;blinky;out;0
660.267;1;blinky;;Status:, 1, sigma: 0.75
661.017;1;blinky;out;1
661.017;1;blinky;;Status:, 0, sigma: 0.75
661.145;1;blinky;;Status:, 0, sigma: 3
661.145;2;generator;out;0
661.145;2;generator;;Status:, 0
664.145;1;blinky;out;0
664.145;1;blinky;;Status:, 1, sigma: 3
667.145;1;blinky;out;1
667.145;1;blinky;;Status:, 0, sigma: 3
670.145;1;blinky;out;0
670.145;1;blinky;;Status:, 1, sigma: 3
673.145;1;blinky;out;1
673.145;1;blinky;;Status:, 0, sigma: 3
676.145;1;blinky;out;0
676.145;1;blinky;;Status:, 1, sigma: 3
677.317;1;blinky;;Status:, 1, sigma: 0.75
677.317;2;generator;out;0
677.317;2;generator;;Status:, 0
678.067;1;blinky;out;1
678.067;1;blinky;;Status:, 0, sigma: 0.75
678.817;1;blinky;out;0
678.817;1;blinky;;Status:, 1, sigma: 0.75
679.567;1;blinky;out;1
679.567;1;blinky;;Status:, 0, sigma: 0.75
680.317;1;blinky;out;0
680.317;1;blinky;;Status:, 1, sigma: 0.75
681.067;1;blinky;out;1
681.067;1;blinky;;Status:, 0, sigma: 0.75
681.817;1;blinky;out;0
681.817;1;blinky;;Status:, 1, sigma: 0.75
682.567;1;blinky;out;1
682.567;1;blinky;;Status:, 0, sigma: 0.75
683.317;1;blinky;out;0
